nodes,Ultimate-fixpoint,Ultimate-all,pasttel,label,Stem Size,Loop Size,Total Size Trace,Algo,Total-NonTerminate
889,"31,76","31,76",2,NONTERMINATING,0,4,4,Fixpoint / Fixpoint,"31,76"
890,"3,35","3,35",2,NONTERMINATING,0,4,4,Fixpoint / Fixpoint,"3,35"
891,"11,53","11,53",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"11,53"
892,2,2,2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,2
893,"13,45","13,45",2,NONTERMINATING,0,2,2,Fixpoint / Fixpoint,"13,45"
894,"3,43","3,43",2,NONTERMINATING,0,2,2,Fixpoint / Fixpoint,"3,43"
895,"10,71","10,71",2,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"10,71"
896,"4,07","4,07",2,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"4,07"
897,"42,98","42,98",2,NONTERMINATING,1,3,4,Fixpoint / Fixpoint,"42,98"
898,"5,94","5,94",2,NONTERMINATING,1,3,4,Fixpoint / Fixpoint,"5,94"
899,"13,12","13,12",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"13,12"
900,"2,95","2,95",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,95"
901,"16,89","16,89",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"16,89"
902,"2,78","2,78",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,78"
903,"10,9","10,9",2,NONTERMINATING,0,4,4,Fixpoint / Fixpoint,"10,9"
904,"2,79","2,79",2,NONTERMINATING,0,4,4,Fixpoint / Fixpoint,"2,79"
905,"17,78","17,78",2,NONTERMINATING,0,2,2,Fixpoint / Fixpoint,"17,78"
906,"3,16","3,16",2,NONTERMINATING,0,2,2,Fixpoint / Fixpoint,"3,16"
907,"19,9","19,9",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"19,9"
908,"2,87","2,87",2,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"2,87"
909,"23,74","23,74",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"23,74"
910,"4,78","4,78",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,78"
911,"25,47","25,47",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"25,47"
912,"4,02","4,02",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,02"
913,"18,66","18,66",2,NONTERMINATING,1,2,3,Fixpoint / Fixpoint,"18,66"
914,"3,14","3,14",3,NONTERMINATING,1,2,3,Fixpoint / Fixpoint,"3,14"
915,"12,58","12,58",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"12,58"
916,"2,65","2,65",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,65"
917,"14,08","14,08",2,NONTERMINATING,1,3,4,Fixpoint / Fixpoint,"14,08"
918,"2,71","2,71",2,NONTERMINATING,1,3,4,Fixpoint / Fixpoint,"2,71"
919,"85,64","85,64",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"85,64"
920,"2,72","2,72",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,72"
921,"11,45","11,45",1,NONTERMINATING,0,2,2,Fixpoint / Fixpoint,"11,45"
922,"3,31","3,31",2,NONTERMINATING,0,2,2,Fixpoint / Fixpoint,"3,31"
923,"16,66","16,66",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"16,66"
924,"3,83","3,83",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,83"
925,"27,08","27,08",1,NONTERMINATING,1,2,3,Fixpoint / Fixpoint,"27,08"
926,"2,39","2,39",2,NONTERMINATING,1,2,3,Fixpoint / Fixpoint,"2,39"
927,"16,06","16,06",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"16,06"
928,"2,78","2,78",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,78"
929,"8,62","8,62",2,NONTERMINATING,0,2,2,Fixpoint / Fixpoint,"8,62"
930,"2,83","2,83",2,NONTERMINATING,0,2,2,Fixpoint / Fixpoint,"2,83"
931,"10,12","10,12",2,NONTERMINATING,1,2,3,Fixpoint / Fixpoint,"10,12"
932,"3,57","3,57",2,NONTERMINATING,1,2,3,Fixpoint / Fixpoint,"3,57"
933,"36,38","36,38",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"36,38"
934,"3,14","3,14",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,14"
935,"12,01","12,01",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"12,01"
936,"3,46","3,46",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,46"
937,"43,8","43,8",2,NONTERMINATING,1,4,5,Fixpoint / Fixpoint,"43,8"
938,"2,79","2,79",2,NONTERMINATING,1,4,5,Fixpoint / Fixpoint,"2,79"
939,"17,4","17,4",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"17,4"
940,"3,37","3,37",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,37"
941,"7,37","7,37",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"7,37"
942,"2,24","2,24",4,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,24"
943,"13,85","13,85",2,NONTERMINATING,1,3,4,Fixpoint / Fixpoint,"13,85"
944,"3,54","3,54",4,NONTERMINATING,1,3,4,Fixpoint / Fixpoint,"3,54"
945,"29,11","29,11",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"29,11"
946,5,5,2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,5
947,"65,78","65,78",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"65,78"
948,"3,91","3,91",4,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,91"
949,"19,78","19,78",3,NONTERMINATING,0,4,4,Fixpoint / Fixpoint,"19,78"
950,"5,21","5,21",3,NONTERMINATING,0,4,4,Fixpoint / Fixpoint,"5,21"
951,"18,27","18,27",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"18,27"
952,"3,71","3,71",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,71"
953,"40,35","40,35",2,NONTERMINATING,0,2,2,Fixpoint / Fixpoint,"40,35"
954,"3,53","3,53",2,NONTERMINATING,0,2,2,Fixpoint / Fixpoint,"3,53"
955,"10,25","10,25",2,NONTERMINATING,0,3,3,Fixpoint / Fixpoint,"10,25"
956,"3,26","3,26",2,NONTERMINATING,0,3,3,Fixpoint / Fixpoint,"3,26"
957,"14,48","14,48",2,NONTERMINATING,1,2,3,Fixpoint / Fixpoint,"14,48"
958,"3,33","3,33",3,NONTERMINATING,1,2,3,Fixpoint / Fixpoint,"3,33"
959,"9,96","9,96",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"9,96"
960,"3,68","3,68",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,68"
961,"15,12","15,12",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"15,12"
962,"2,85","2,85",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,85"
963,"18,63","18,63",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"18,63"
964,"2,77","2,77",2,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"2,77"
965,"18,66","18,66",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"18,66"
966,"3,53","3,53",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,53"
967,"10,74","10,74",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"10,74"
968,"5,48","5,48",4,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,48"
969,"10,81","10,81",2,NONTERMINATING,0,3,3,Fixpoint / Fixpoint,"10,81"
970,"3,76","3,76",2,NONTERMINATING,0,3,3,Fixpoint / Fixpoint,"3,76"
971,"11,45","11,45",2,NONTERMINATING,0,3,3,Fixpoint / Fixpoint,"11,45"
972,"3,9","3,9",2,NONTERMINATING,0,3,3,Fixpoint / Fixpoint,"3,9"
973,"19,49","19,49",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"19,49"
974,"2,83","2,83",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,83"
975,"19,05","19,05",2,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"19,05"
976,"3,93","3,93",2,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"3,93"
977,"7,77","7,77",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"7,77"
978,"4,85","4,85",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,85"
979,"32,76","32,76",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"32,76"
980,"3,14","3,14",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,14"
981,"11,89","11,89",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"11,89"
982,"3,01","3,01",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,01"
983,"32,26","32,26",2,NONTERMINATING,1,3,4,Fixpoint / Fixpoint,"32,26"
984,"3,15","3,15",2,NONTERMINATING,1,3,4,Fixpoint / Fixpoint,"3,15"
985,"14,96","14,96",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"14,96"
986,"2,74","2,74",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"2,74"
987,"3,51","3,51",2,NONTERMINATING,1,2,3,Fixpoint / Fixpoint,"3,51"
988,"2,18","72,9",1,NONTERMINATING,1,1,2,GNTA / GNTA,"75,08"
989,"3,2","3,2",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,2"
990,"1,48","1,48",1,NONTERMINATING,0,3,3,Fixpoint / Fixpoint,"1,48"
991,"2,18","2,18",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"2,18"
992,"1,92","75,17",3,NONTERMINATING,1,3,4,GNTA / GNTA,"77,09"
993,"2,78","2,78",1,NONTERMINATING,5,3,8,Fixpoint / Fixpoint,"2,78"
994,"3,16","3,16",3,NONTERMINATING,6,3,9,Fixpoint / Fixpoint,"3,16"
995,"2,99","2,99",2,NONTERMINATING,7,3,10,Fixpoint / Fixpoint,"2,99"
996,"3,16","3,16",3,NONTERMINATING,7,3,10,Fixpoint / Fixpoint,"3,16"
997,"3,14","3,14",2,NONTERMINATING,6,3,9,Fixpoint / Fixpoint,"3,14"
998,"2,83","2,83",2,NONTERMINATING,6,3,9,Fixpoint / Fixpoint,"2,83"
999,"0,35","159,65",4,NONTERMINATING,59,22,81,GNTA / GNTA,160
1000,"2,1","44,62",1,NONTERMINATING,1,2,3,GNTA / GNTA,"46,72"
1001,"1,84","36,63",1,NONTERMINATING,1,2,3,GNTA / GNTA,"38,47"
1002,"2,49","2,49",1,NONTERMINATING,0,1,1,Fixpoint / Fixpoint,"2,49"
